Taxpayer ID,Declared Income,Deductions,Sector
TXP_C3BD0D414D,93579.89,25403.58,Technology
TXP_AE0A4A976F,30005.72,300.06,Technology
TXP_B59865D06C,153870.29,27984.03,Services
TXP_E1321FA827,9236.67,1714.0346430273933,Retail
TXP_40B2909138,39568.72,5398.25,Other
TXP_D519FBAA89,103677.23,15264.15,Healthcare
TXP_62A838C95E,161628.61,34840.31,Technology
TXP_97C4FA5E72,23629.5,4264.06,Retail
TXP_3FD3E0B85B,35467.78,5927.29,Other
TXP_63CE92BFC0,80485.79,7104.51,Healthcare
TXP_B852C97574,156103.79,27148.03,Manufacturing
TXP_DD328DE452,203942.48,29619.74,Services
TXP_163E4D9C60,57231.41,13704.96,Services
TXP_75C321E1CB,42865.08,9125.32,
TXP_ABDB19AC3A,23578.71,3915.89,Retail
TXP_3D5D2C6E28,106461.52,4754.77,Manufacturing
TXP_469DF9B860,74084.02,9901.13,Manufacturing
TXP_205E0F27BD,66741.71,9569.95,Other
TXP_4FD1FFDEC6,,22473.81,Other
TXP_CEA565DB4A,16787.42,3251.87,Manufacturing
TXP_E682BD0D23,170309.15,41204.33,Technology
TXP_9A78D1E0F5,49730.43,7817.1,
TXP_30E8CD192E,31581.85,4144.52,Finance
TXP_1F202ACE1D,64295.19,8955.76,Education
TXP_0D875C29A9,70539.71,9730.24,Education
TXP_32077B0B7F,56127.71,561.28,Healthcare
TXP_C423EEE261,75545.46,,Technology
TXP_3C319F5E9C,99826.85,13340.26,Retail
TXP_E42A7DBDBD,95727.78,5243.72,Retail
TXP_CED0257FAC,66209.86,12991.48,Manufacturing
TXP_17729345F6,208788.45,19969.86,Other
TXP_DB30F55CB5,38944.68,3221.05,Finance
TXP_F2C9FBF86B,31746.83,4470.2,Retail
TXP_7D6D163802,55815.15,11099.73,Healthcare
TXP_3411D5A0FB,15000.0,2056.9,Finance
TXP_EF4A4A0A8D,74549.05,15122.99,Services
TXP_207E0E804E,176419.18,19715.33,Services
TXP_3977F701BE,13359.73,2479.144544678153,Technology
TXP_6126B1C1B2,46303.09,10024.61,Other
TXP_DA7BCD7C92,65933.86,9325.19,Services
TXP_9091ED0F36,32818.08,6642.73,Finance
TXP_4F6D8AF105,36095.3,,Technology
TXP_76D96F88F3,161669.63,45949.3,Technology
TXP_8E8EBDB76A,25756.8,2626.17,Services
TXP_6D595564DD,135507.75,23479.06,Other
TXP_7024493F1C,32910.21,4862.88,Retail
TXP_75D18D417C,81329.05,11469.0,Construction
TXP_B89B489C98,34995.0,2580.4,Construction
TXP_4017729502,27707.87,4747.5,Other
TXP_D02DFDAC4E,24814.65,3890.48,Education
TXP_CA6BA25F22,34291.24,7136.79,Education
TXP_738E0815BC,238934.08,38478.65,Education
TXP_D3F29ECBA6,99068.5,15784.03,Services
TXP_758DEC86B3,27428.42,2124.18,Construction
TXP_9CA75277BE,,7185.61,Construction
TXP_5A3CACF244,140849.37,17454.86,Finance
TXP_C19316C48B,59944.98,6827.53,Retail
TXP_417CED97BE,53800.02,10922.47,Other
TXP_1B8A58E2C8,31364.09,8183.43,Healthcare
TXP_3C389771AC,15000.0,1354.84,Services
TXP_F274D71411,47319.66,6251.15,Technology
TXP_6191A2FB41,69390.94,4478.11,Retail
TXP_37F853D9DC,43499.72,8113.49,Technology
TXP_21647D3F5A,51030.47,7850.92,Construction
TXP_BA10774E5D,27140.21,5006.6,Retail
TXP_990B14491F,32423.92,4439.92,Retail
TXP_1F52B82856,30261.94,2983.92,Construction
TXP_D86BFA0F05,121378.78,28484.87,Retail
TXP_1523A2C0F8,140324.49,22224.01,Healthcare
TXP_9C04F64E19,88689.39,23775.9,
TXP_9A02E2322B,74854.14,748.54,Technology
TXP_388522E037,136544.45,16026.84,Education
TXP_B49C27D3FF,19703.33,1959.45,Technology
TXP_6693F35BDD,23574.44,4924.97,Other
TXP_15931BF82D,27326.22,,Construction
TXP_52876FC0DD,53548.95,11800.2,Finance
TXP_B8CD342ADD,91575.05,19603.44,Healthcare
TXP_6828E6033C,80058.43,6112.52,Healthcare
TXP_9440BB66F3,47314.99,7260.16,Retail
TXP_EC25766822,50297.51,6879.15,Finance
TXP_41DE02D707,80298.0,12953.91,Manufacturing
TXP_8B8F189585,48551.76,3973.77,Technology
TXP_CF9C13B969,61267.32,3875.38,Retail
TXP_CBEE23000A,15000.0,1117.33,Retail
TXP_A01A12277F,94086.99,12288.7,Technology
TXP_CC35434BE7,49779.25,7365.35,Finance
TXP_6151FBE722,89444.33,15936.56,Technology
TXP_A41B1FD44A,68035.63,14397.07,Healthcare
TXP_2941A6BE45,84710.65,10015.8,Technology
TXP_3C4339B4CB,15838.29,3500.4,Manufacturing
TXP_55FA110237,30913.79,3676.11,Finance
TXP_EB93E05A67,139599.87,40140.01,Other
TXP_895B83BAEF,35740.56,3934.69,Retail
TXP_B359312FCC,15000.0,3263.63,Healthcare
TXP_AE8F3108F7,23790.61,6252.5,Finance
TXP_12ADBC6109,100532.38,18824.64,Services
TXP_25EE5992EC,145307.17,28492.58,Retail
TXP_9649664FC5,130386.36,11702.6,Technology
TXP_694BAF8C53,52836.17,6819.91,Services
TXP_A3D6BF0ECC,249528.69,24886.67,Construction
TXP_8A783BE0A0,91611.57,14002.62,Retail
TXP_8D004FD029,21451.59,3177.72,Retail
TXP_31683C4B9B,21872.05,3835.64,Construction
TXP_01041B700B,46209.32,5191.19,Services
TXP_F97B1B9425,250000.0,25116.31,Services
TXP_6C6777AAF2,41452.11,8098.95,Services
TXP_01A3B78A65,250000.0,35265.31,Services
TXP_D41ABD0FB5,52357.95,7957.26,Technology
TXP_40D722A3D5,36988.79,7075.45,Services
TXP_B46D57A8B3,82090.27,2915.37,Retail
TXP_9FAEF64421,19984.91,3708.5690056897756,Finance
TXP_C480F957F9,137455.16,31171.18,Construction
TXP_6ABAB142A1,68506.68,8391.61,Services
TXP_6D3014365A,90124.97,20866.55,Finance
TXP_7C25EA00A0,49342.66,4930.91,Healthcare
TXP_A19DB10643,141697.27,,Services
TXP_5C8CF6510D,101093.12,15832.89,Healthcare
TXP_0B6B571325,108743.76,9670.07,
TXP_E56F920F36,25628.23,2928.99,Retail
TXP_88BFD63B3D,39054.81,7256.6,Finance
TXP_5B01BB2935,,9009.42,Healthcare
TXP_7E8209B7B5,38793.65,8773.15,Technology
TXP_6C5EF26299,24925.01,3787.55,Finance
TXP_082A18646F,96141.79,13164.87,Retail
TXP_B67FB7F944,28549.72,,Healthcare
TXP_A39C4E5EB8,117134.51,16556.07,Technology
TXP_F6B0BCDCB2,48297.53,5768.36,Retail
TXP_87A1C5DC87,70728.49,6952.13,Retail
TXP_A5C45FBC63,29452.7,3934.17,
TXP_C9E5B28ED7,20475.87,,
TXP_0344A621E3,72001.6,7276.45,Healthcare
TXP_6EA650001D,9485.49,1760.2077876648086,Construction
TXP_F059F3166C,26305.89,2812.25,Healthcare
TXP_EAE208A4FF,44149.24,5731.97,Services
TXP_73EB552218,24473.18,1200.71,Construction
TXP_9311F54EEB,34580.11,5433.83,Manufacturing
TXP_3D6ADABE84,93928.53,10283.37,Services
TXP_D5B62DF4FB,97722.46,22764.91,Retail
TXP_F1017C1883,160735.34,10926.3,Healthcare
TXP_975147227A,43118.46,8160.44,Technology
TXP_33CB5A3F8B,30041.11,2688.57,Construction
TXP_94601A275C,132409.35,28202.95,Manufacturing
TXP_C0A788E110,63012.09,9687.34,Retail
TXP_A28FAB0197,30797.57,5658.2,Retail
TXP_988EA45ADE,19450.29,3969.63,Retail
TXP_BF9912AAFD,43820.55,3586.91,Healthcare
TXP_7863337955,250000.0,39202.16,Education
TXP_BA271F4C68,158312.68,27551.15,Retail
TXP_303CA0D07B,17497.79,1405.25,Education
TXP_A819E60603,52298.65,7395.1,Healthcare
TXP_0F09510853,56507.86,,Services
TXP_8199861998,31272.56,6855.45,Retail
TXP_E071FBCF24,35758.52,3546.24,Services
TXP_788EAFC67B,115758.73,17627.83,Manufacturing
TXP_F68ACC920E,88389.27,15617.26,Healthcare
TXP_7CF850E416,38637.93,6585.54,Services
TXP_5607D823C1,51532.79,7876.12,Services
TXP_CF9D6C1BE0,48455.39,8390.38,Manufacturing
TXP_2F13D77C5D,69385.92,7775.02,Finance
TXP_E71739FDC6,111994.01,17269.8,Manufacturing
TXP_68D628F548,34254.65,6649.94,Education
TXP_B87D079574,43767.11,6232.76,Services
TXP_47866B1695,32856.19,3632.52,Healthcare
TXP_33EF7649D1,59314.93,8511.33,Retail
TXP_299199866F,25004.41,4695.71,Education
TXP_1EFE8C96A7,43829.65,8091.22,Services
TXP_25FAE9280F,32661.8,5189.82,Services
TXP_B15A393E00,195113.58,42257.58,Healthcare
TXP_CBD9C56A5E,57117.01,8447.06,Technology
TXP_12F3FEFC12,92356.85,18371.49,Services
TXP_45FAA22500,193131.63,11163.83,Healthcare
TXP_6DF0040219,191899.23,27700.05,Other
TXP_607C23BD75,32528.63,979.93,Services
TXP_AED7757833,32123.26,4137.84,Construction
TXP_D7FA7ECD77,25299.25,2273.88,Retail
TXP_3A09589982,124218.42,16291.8,Technology
TXP_F04EF9E782,129668.58,28854.38,Manufacturing
TXP_4EEFE9BC51,55895.36,8750.12,Retail
TXP_38999B740D,69785.18,4626.11,Technology
TXP_823E22C99B,53571.05,4662.2,Retail
TXP_C77715F11A,50337.99,5068.21,Retail
TXP_C98B21DDB0,36911.04,1084.97,Finance
TXP_66C5EF4978,64423.34,13180.67,Finance
TXP_6295880D57,161977.66,21470.28,Education
TXP_ABA35629C5,84733.21,16430.6,Retail
TXP_0529CBDDCC,70541.84,12493.28,
TXP_F0F0D7F24B,119252.05,15096.93,Technology
TXP_D4AE10E24A,31715.11,8956.57,Manufacturing
TXP_A6DB3357DF,66519.29,6834.02,Finance
TXP_5A9E3A807B,116329.44,14183.67,Services
TXP_D66384B9D2,96560.28,16261.53,Services
TXP_A651310DD0,110357.63,11070.63,Healthcare
TXP_46AFC9A61C,56101.3,8272.95,Services
TXP_87C402231D,27491.81,5189.51,Services
TXP_2DD8075E24,,12066.83,Technology
TXP_E473A3A78D,34176.91,5484.35,Finance
TXP_900F6FFF82,120336.63,24760.27,Manufacturing
TXP_22C80B88BB,76977.92,13203.05,Services
TXP_7507361E3E,61817.93,7728.25,Retail
TXP_1419B4BA9A,37568.42,7524.31,Construction
TXP_CD652840A2,124221.44,14222.19,Education
TXP_A3671ED125,136175.39,18478.16,Technology
TXP_5BCFCD9CD1,149227.44,23205.11,Healthcare
TXP_0043786842,20553.17,3247.14,Finance
TXP_EAEF3DBF57,29233.95,1457.39,Other
TXP_DAE925DEB9,97949.09,18583.09,Construction
TXP_E2F72321CD,41656.61,8258.7,Services
TXP_EAC48F56DB,124152.72,21474.64,Education
TXP_9629F430CA,27311.54,5449.74,Healthcare
TXP_029937C1C1,235616.88,33354.84,Retail
TXP_DE56FA5325,31791.38,358.39,Technology
TXP_D895E561AA,45653.22,6851.94,Manufacturing
TXP_A4083AA989,62624.89,10154.43,Finance
TXP_8E8CF0DB79,45763.21,10479.64,Construction
TXP_3237AE8B2C,28418.1,,Finance
TXP_31B85E5B11,87943.95,17671.51,Healthcare
TXP_3AEC4CA986,31831.28,5314.32,Healthcare
TXP_0DECA5B7EC,36145.85,6622.62,Technology
TXP_8CD6BB368A,123419.06,25054.98,Manufacturing
TXP_9CA8884C32,79388.5,9316.69,Finance
TXP_23A7CBBA21,61554.18,13210.55,Services
TXP_E342078D9B,15000.0,466.59,Services
TXP_4752884F24,189043.42,41438.13,Finance
TXP_D988A07FE5,226953.17,36432.19,Manufacturing
TXP_CF7CEE0442,87461.89,14074.13,Manufacturing
TXP_DEB515241D,250000.0,46026.7,Education
TXP_0191EFF454,19344.53,3589.7346741934807,Services
TXP_373A8E73CF,17087.14,2832.92,Finance
TXP_F99A1D3B69,63575.96,10218.38,Construction
TXP_A8CBCFB346,67015.12,12370.06,Construction
TXP_D407FC6F45,113926.79,22656.14,Technology
TXP_B0EA274E11,15000.0,526.22,Healthcare
TXP_75F5E80553,15000.0,2635.16,Technology
TXP_D4EE63B6C3,33690.35,4804.57,Construction
TXP_131A01CB8B,86053.19,15952.65,Healthcare
TXP_A1BB40D73B,19130.02,3081.73,Construction
TXP_58F6CC4E15,94341.21,12098.49,Healthcare
TXP_986CA1A061,106793.4,12883.88,Healthcare
TXP_2F18538F08,68922.89,7042.96,Construction
TXP_1D013F1DF6,27652.88,5254.36,Finance
TXP_69F44F2232,42720.11,5937.0,Manufacturing
TXP_82728F12A8,28568.17,5812.59,Construction
TXP_63A6666F32,70891.35,10067.93,Retail
TXP_D74ABF7B85,60034.1,8478.47,Construction
TXP_07121B173D,36460.23,5670.24,Healthcare
TXP_05080F902C,17972.56,2692.06,Manufacturing
TXP_70BD7BE697,58732.4,6244.52,Services
TXP_0D786A9DC7,107485.07,8612.26,Manufacturing
TXP_38950CCDE8,15000.0,2612.3,Finance
TXP_0CDAE7E64E,147233.06,15193.35,Services
TXP_FE10D3EA10,86480.46,18649.09,Healthcare
TXP_E6DF36DD26,38133.41,5824.98,Services
TXP_31993A32C6,44644.0,6603.72,Retail
TXP_A482C3A387,175763.04,10437.38,Finance
TXP_13B3C26783,43963.01,11763.63,Services
TXP_8CE9F56FA5,45677.74,6286.79,Construction
TXP_97DF2A2D6F,41276.73,6160.28,Healthcare
TXP_ACA6EACEB2,63812.76,6485.5,
TXP_2505CB1B98,160142.8,27659.57,Technology
TXP_225C4B7DC1,,11014.59,Construction
TXP_E9D57110BF,149693.86,31722.84,Finance
TXP_197C61433D,36294.84,5262.19,Retail
TXP_72B644FA6A,19845.88,,Healthcare
TXP_0D9B067632,83772.59,9912.5,Manufacturing
TXP_CE3AFA0C39,59399.12,11056.21,Services
TXP_33AE94E3B2,49065.35,10044.51,Healthcare
TXP_92591B37F3,61277.14,11438.77,Finance
TXP_8C82C0BF6C,80139.85,16366.28,Healthcare
TXP_85988C1AB8,72836.88,6023.11,Construction
TXP_ABAFC36631,,11328.08,Retail
TXP_31A12156D5,180220.97,17149.95,Technology
TXP_D026526B4C,92333.73,17248.31,Services
TXP_96C9E816BA,67937.25,3959.41,
TXP_3E022519EF,90044.86,17269.5,Education
TXP_C76C8BD957,29704.99,6064.22,Technology
TXP_F6D00A2551,28109.08,5067.31,Retail
TXP_1A7D74CCFB,171705.46,26886.24,Retail
TXP_A11356DA60,17803.18,3303.708725769398,Finance
TXP_CA70137A0C,137112.88,27503.8,Education
TXP_D7B688C45F,26977.0,4343.02,Retail
TXP_C4A56ADA02,30780.89,5515.08,Healthcare
TXP_B9BD1664EB,41894.12,6258.81,Technology
TXP_4EC8973676,16868.76,1971.13,Retail
TXP_194CA8F951,115332.07,20729.58,Technology
TXP_05ECF5FF4B,38487.55,8334.11,Finance
TXP_145123EC76,84561.65,15267.17,Manufacturing
TXP_698045EBC3,,9517.87,Technology
TXP_79F0E8E918,110686.73,19432.46,Manufacturing
TXP_A113866EEA,118396.62,15131.93,Retail
TXP_22C0FE3B81,67019.46,8363.29,Retail
TXP_8BE649D041,154382.29,13899.21,Healthcare
TXP_BE9BABFF22,38088.98,4128.16,Finance
TXP_D377674F1F,198919.61,28541.92,Services
TXP_B0DD9CDD52,155831.52,22213.48,Retail
TXP_FBB3A4EEF8,106546.27,13129.58,Healthcare
TXP_187FB1D832,58740.67,,Services
TXP_CDEA1159DF,18929.03,1062.65,Healthcare
TXP_77D2537665,81297.31,19310.59,Education
TXP_DB1C4508D8,42992.29,5890.27,Healthcare
TXP_759CCB28D6,133603.27,22202.85,Healthcare
TXP_2F9726F3F6,21495.18,4640.04,Construction
TXP_765E0B889D,47646.39,8130.34,Healthcare
TXP_27E7B2938A,105634.1,30362.65,Technology
TXP_8673D71A5E,156656.92,23962.98,Services
TXP_D2477D4C73,28790.99,3389.4,Technology
TXP_A88122180A,28056.94,3929.82,Technology
TXP_9A4D9878F8,22324.27,3543.28,Retail
TXP_6E267D323B,25621.4,2953.53,Finance
TXP_169EC2EC16,74062.32,9570.01,Education
TXP_D7D2C82399,71852.12,16781.03,Manufacturing
TXP_D5BD50CBD9,140853.4,18860.88,Healthcare
TXP_9196AA65DB,41448.95,7070.05,Construction
TXP_871158639C,97982.8,10477.28,Technology
TXP_0D339A543D,120909.91,15315.49,Finance
TXP_51C118ECA3,27717.28,6483.87,Technology
TXP_81640A8C4B,26024.33,4397.59,Healthcare
TXP_573126252A,102136.37,10274.09,Education
TXP_EF2A4AF340,59396.16,9283.62,Technology
TXP_C0D7BFCAFC,152911.58,21464.84,Technology
TXP_0AAB05236F,53774.35,9118.75,Other
TXP_D60B26C3DA,82524.87,14182.85,Healthcare
TXP_4E777C5F64,15000.0,2356.08,Services
TXP_499783D0F3,28989.58,4769.57,Other
TXP_9E846C8BF9,49843.28,4171.39,Finance
TXP_55E22E811E,250000.0,24071.18,Technology
TXP_4DCDA03AD0,102538.85,16414.13,Other
TXP_9B5D219754,30081.69,2071.23,Technology
TXP_DD130D39A9,26833.78,1731.71,Technology
TXP_19E820DB58,190938.83,41322.89,Manufacturing
TXP_1CDC174633,75930.43,17711.95,Services
TXP_492978B90E,100453.65,7209.64,Finance
TXP_E1B2175B16,44243.52,5436.85,Technology
TXP_170EC717FB,29617.85,2334.52,Services
TXP_919250B973,71723.22,14546.13,Services
TXP_75DC8091A4,99810.06,6869.26,Technology
TXP_4434D2F2D3,61876.93,13738.49,Services
TXP_08D3BE345F,67661.9,3510.16,Manufacturing
TXP_0E0915D79C,15000.0,1865.57,Construction
TXP_4F5C54B994,41871.46,9906.58,Education
TXP_E685A8CA05,50178.68,2841.76,Services
TXP_9AE7D71DDF,112975.21,19270.16,Other
TXP_C28A2B3455,28040.64,3955.33,Retail
TXP_B821666DE8,98935.06,16716.14,Technology
TXP_6E483BA5DF,38816.82,7630.11,Healthcare
TXP_BD3A6B2FD3,162384.75,24439.58,Services
TXP_F5456718A0,23871.74,4068.61,Finance
TXP_6CB67B0024,,5971.74,Manufacturing
TXP_D2F853FECA,59143.88,8266.48,Healthcare
TXP_8089C0EE2C,56662.62,6676.77,Technology
TXP_5D9EBB6CEC,,,Construction
TXP_5B4DDD12F1,166874.77,30484.91,Retail
TXP_01E1AE2F54,45314.94,3906.61,Education
TXP_BB4A5538F4,15000.0,1972.93,Construction
TXP_3DE187D126,73397.13,7733.23,Construction
TXP_07E9389748,63183.39,4210.68,Education
TXP_E61CE476BD,56911.68,12793.3,Education
TXP_CAC8557C8D,19652.68,3646.9175956628947,Education
TXP_A130D455E0,51142.27,3305.9,Healthcare
TXP_A56E500289,104028.46,24138.39,Manufacturing
TXP_FA82F6F61D,25978.16,1104.96,Services
TXP_E8DE9315AB,38389.26,5408.9,Retail
TXP_138F5755FC,250000.0,34526.24,Healthcare
TXP_332E9FB430,31618.38,2743.8,Services
TXP_C24DF5DE28,96124.45,15228.8,Services
TXP_1B54905517,250000.0,53058.16,Education
TXP_C67DD359CD,250000.0,41869.4,Services
TXP_8A41571AA6,83864.79,11208.47,Other
TXP_BBA28F4455,85824.88,11552.45,Retail
TXP_C0320BB062,56443.09,8050.14,Retail
TXP_46D95B48F5,39206.13,5359.95,Services
TXP_A13C91EA48,69147.91,3112.09,Services
TXP_343685722D,164903.1,,Technology
TXP_3A1A7451DC,31203.1,5890.81,Retail
TXP_DD8A781991,41044.85,5192.98,Finance
TXP_A5AD5018EF,130584.07,28097.99,Manufacturing
TXP_E3C3D81D4D,46861.74,3317.15,Education
TXP_BD07FC7822,24723.32,5679.05,Retail
TXP_042EF0ACAE,92210.4,6588.77,Services
TXP_512686E019,9744.73,1808.3145556730217,Construction
TXP_68905F2F1B,250000.0,39297.12,Manufacturing
TXP_CF158FC517,106827.86,14271.59,Technology
TXP_437ACC7E6B,38840.76,4346.1,Retail
TXP_01B103822E,,6211.85,Manufacturing
TXP_ECD5EA991E,83466.81,10005.99,Retail
TXP_8D4E2570BD,63903.81,10120.33,Retail
TXP_CC62A8DBCF,64228.19,14756.28,Services
TXP_DF4C6D91D2,250000.0,41908.62,Services
TXP_338BAF2585,10168.98,1887.0419755445091,Finance
TXP_3D1BBC5093,59808.16,8226.09,Other
TXP_496BC2F305,33721.32,2483.41,Services
TXP_F352DE2A42,45980.65,9811.44,Healthcare
TXP_C22FF45A16,69241.26,11918.4,Retail
TXP_0A6B9DDCD4,58609.9,6541.37,Technology
TXP_C6F5BA2C32,92394.57,12235.3,Retail
TXP_5285DE10BF,27120.78,5334.7,Services
TXP_2AB8D49F25,24063.16,3644.28,Manufacturing
TXP_30F773DC60,50140.99,10081.1,Finance
TXP_17D0C24DD8,142783.97,,Healthcare
TXP_1285C2FDF8,40951.09,2792.89,Retail
TXP_FB02EC277B,25016.99,4375.7,Technology
TXP_DC9FD8C496,34286.67,6357.71,Technology
TXP_EE6C0E1659,52580.15,10733.41,Retail
TXP_BEBF8866E5,73909.9,12190.16,Other
TXP_C8EC76299F,149395.22,41075.23,Finance
TXP_49FB24F500,21044.41,,Construction
TXP_24E38EE1D7,250000.0,39341.89,Technology
TXP_913EF60C42,247768.38,,Finance
TXP_8B45B853E3,57754.31,7379.56,Technology
TXP_6CB37AB5A5,41867.89,6601.16,Finance
TXP_BEE60B2194,15000.0,2611.47,Finance
TXP_F5CCE0AC0D,40111.11,4282.66,Services
TXP_C378E7EE58,97328.5,13140.26,Services
TXP_2BAA3CF56F,39213.52,5743.38,Finance
TXP_C548CE55DA,32142.34,,Manufacturing
TXP_088C2B41CA,106394.98,13039.13,Retail
TXP_E253B372CC,59881.09,12324.09,Technology
TXP_4D7872F51C,41186.15,2832.0,Other
TXP_322951F971,47920.35,6713.48,Construction
TXP_D9187AA389,250000.0,19194.47,Services
TXP_5D10E6E38D,83757.21,11573.44,Finance
TXP_F8ECC0ADA0,81341.59,9832.95,Services
TXP_743F759B6B,133074.79,9915.57,Technology
TXP_35E943DEE0,125153.82,17978.86,Retail
TXP_AC575FC93B,152844.25,19775.11,Other
TXP_B24FBBCB5D,86880.95,,
TXP_7496E01AE3,,4361.07,Finance
TXP_C595ADD159,87287.27,18838.98,Services
