Taxpayer ID,Declared Income,Deductions,Sector
TXP_17C0B371F5,16787.42,3251.87,Manufacturing
TXP_D559A111B4,170309.15,41204.33,Technology
TXP_AB2CBFEC3E,49730.43,7817.1,Unknown
TXP_55DF1D190E,31581.85,4144.52,Finance
TXP_4108201345,64295.19,8955.76,Education
TXP_7E3C4A70F4,70539.71,9730.24,Education
TXP_63B98EB42F,56127.71,561.28,Healthcare
TXP_DE30EA0EB1,75545.46,8050.14,Technology
TXP_18C5BB42F0,99826.85,13340.26,Retail
TXP_B46AD1F544,95727.78,5243.72,Retail
TXP_A445FBBF6D,66209.86,12991.48,Manufacturing
TXP_705352F3CC,208788.45,19969.86,Other
TXP_EAF10ADC47,38944.68,3221.05,Finance
TXP_5F33EC2963,31746.83,4470.2,Retail
TXP_682D510FB0,55815.15,11099.73,Healthcare
TXP_4D26450CC7,15000.0,2056.9,Finance
TXP_ACDC88397B,74549.05,15122.99,Services
TXP_079426D4B2,176419.18,19715.33,Services
TXP_66223DAC0A,13359.73,2479.144544678153,Technology
TXP_B87A81C6BE,46303.09,10024.61,Other
TXP_6131D4FCDF,65933.86,9325.19,Services
TXP_6AFBAC8F49,32818.08,6642.73,Finance
TXP_22A2C1A043,36095.3,8050.14,Technology
TXP_08088A870D,161669.63,45949.3,Technology
TXP_8015B47D5A,25756.8,2626.17,Services
TXP_1A1FAD8D65,135507.75,23479.06,Other
TXP_6A88104ED8,32910.21,4862.88,Retail
TXP_1F775BB67D,81329.05,11469.0,Construction
TXP_9CBEE6DAA3,34995.0,2580.4,Construction
TXP_5AEE09E47A,27707.87,4747.5,Other
TXP_B1B4EE3998,24814.65,3890.48,Education
TXP_DB003FC67A,34291.24,7136.79,Education
TXP_EACB1998BF,238934.08,38478.65,Education
TXP_18B3B101A1,99068.5,15784.03,Services
TXP_21AD040445,27428.42,2124.18,Construction
TXP_52A4BD3EB1,57096.39,7185.61,Construction
TXP_12C3C0A9D8,140849.37,17454.86,Finance
TXP_9AF23EC1D9,59944.98,6827.53,Retail
TXP_33FEBE68D8,53800.02,10922.47,Other
TXP_FAF3788A00,31364.09,8183.43,Healthcare
TXP_447895DF04,15000.0,1354.84,Services
TXP_65D11DA745,47319.66,6251.15,Technology
TXP_B2911F9EFB,69390.94,4478.11,Retail
TXP_4826089A62,43499.72,8113.49,Technology
TXP_1A831F39C7,51030.47,7850.92,Construction
TXP_90FE80A170,27140.21,5006.6,Retail
TXP_BF461A79D8,32423.92,4439.92,Retail
TXP_9B0B391C8F,30261.94,2983.92,Construction
TXP_9FE47704DB,121378.78,28484.87,Retail
TXP_ED42EF168E,140324.49,22224.01,Healthcare
TXP_5D95F5171A,88689.39,23775.9,Unknown
TXP_331B719A10,74854.14,748.54,Technology
TXP_0E209389AF,136544.45,16026.84,Education
TXP_AEEB79A0DA,19703.33,1959.45,Technology
TXP_AACE16397B,23574.44,4924.97,Other
TXP_6DF1320C79,27326.22,8050.14,Construction
TXP_F2A0CD8F50,53548.95,11800.2,Finance
TXP_383572CFC7,91575.05,19603.44,Healthcare
TXP_F7593BC9D4,80058.43,6112.52,Healthcare
TXP_C861EB90A9,47314.99,7260.16,Retail
TXP_5C0A21F7BB,50297.51,6879.15,Finance
TXP_1782DF7EC2,80298.0,12953.91,Manufacturing
TXP_BB75B1CC19,48551.76,3973.77,Technology
TXP_BF97F9716D,61267.32,3875.38,Retail
TXP_BC4D1FF840,15000.0,1117.33,Retail
TXP_8A0C0117D9,94086.99,12288.7,Technology
TXP_8682454DB7,49779.25,7365.35,Finance
TXP_60462CFC4D,89444.33,15936.56,Technology
TXP_6290B884B4,68035.63,14397.07,Healthcare
TXP_5EAE791B93,84710.65,10015.8,Technology
TXP_05172EA289,15838.29,3500.4,Manufacturing
TXP_CCC1C9F497,30913.79,3676.11,Finance
TXP_0B0D4F0BC5,139599.87,40140.01,Other
TXP_3C3A46EFB4,35740.56,3934.69,Retail
TXP_0719EC9B62,15000.0,3263.63,Healthcare
TXP_625FC74138,23790.61,6252.5,Finance
TXP_CCC4E76341,100532.38,18824.64,Services
TXP_36274E38B7,145307.17,28492.58,Retail
TXP_DAE09BB349,130386.36,11702.6,Technology
TXP_14EC8C624D,52836.17,6819.91,Services
TXP_D768CCFF30,249528.69,24886.67,Construction
TXP_E1E086342C,91611.57,14002.62,Retail
TXP_3DD48D9743,21451.59,3177.72,Retail
TXP_5279A36789,21872.05,3835.64,Construction
TXP_6D5AB1647C,46209.32,5191.19,Services
TXP_5E0956A772,250000.0,25116.31,Services
TXP_DD8318AD2A,41452.11,8098.95,Services
TXP_E7A14E652E,250000.0,35265.31,Services
TXP_5F488D2073,52357.95,7957.26,Technology
TXP_580F1C8EE0,36988.79,7075.45,Services
TXP_864ACE7ABC,82090.27,2915.37,Retail
TXP_0DC94CC991,19984.91,3708.569005689776,Finance
TXP_BC01A40BAC,137455.16,31171.18,Construction
TXP_065B11A5AA,68506.68,8391.61,Services
TXP_05B221ACF9,90124.97,20866.55,Finance
TXP_56DC36FB20,49342.66,4930.91,Healthcare
TXP_DB28547495,141697.27,8050.14,Services
TXP_1138863AAE,101093.12,15832.89,Healthcare
TXP_D71029DD47,108743.76,9670.07,Unknown
TXP_778F781091,25628.23,2928.99,Retail
TXP_36AF165726,39054.81,7256.6,Finance
TXP_625C463FF5,57096.39,9009.42,Healthcare
TXP_EDE7290C60,38793.65,8773.15,Technology
TXP_180D866323,24925.01,3787.55,Finance
TXP_CFAB446553,96141.79,13164.87,Retail
TXP_FC120B9134,28549.72,8050.14,Healthcare
TXP_C525D2B01A,117134.51,16556.07,Technology
TXP_DBC575DB50,48297.53,5768.36,Retail
TXP_84E9631265,70728.49,6952.13,Retail
TXP_C65DAA34CC,29452.7,3934.17,Unknown
TXP_6162C6E50D,20475.87,8050.14,Unknown
TXP_C085E6CDE3,72001.6,7276.45,Healthcare
TXP_9BA944B745,9485.49,1760.2077876648086,Construction
TXP_A605FFC1D1,26305.89,2812.25,Healthcare
TXP_876BAED030,44149.24,5731.97,Services
TXP_C43863B191,24473.18,1200.71,Construction
TXP_47D79046C5,34580.11,5433.83,Manufacturing
TXP_D0AE974FA3,93928.53,10283.37,Services
TXP_6B4739B4A6,97722.46,22764.91,Retail
TXP_2BE30841C7,160735.34,10926.3,Healthcare
TXP_7068CAB2BA,43118.46,8160.44,Technology
TXP_EF45404DFC,30041.11,2688.57,Construction
TXP_A7F94FB759,132409.35,28202.95,Manufacturing
TXP_31773CF78B,63012.09,9687.34,Retail
TXP_17576D977C,30797.57,5658.2,Retail
TXP_68FB66913F,19450.29,3969.63,Retail
TXP_68450500D9,43820.55,3586.91,Healthcare
TXP_7365BBA4B9,250000.0,39202.16,Education
TXP_9FF332470C,158312.68,27551.15,Retail
TXP_8F4EBBB8A6,17497.79,1405.25,Education
TXP_BCD6EADA31,52298.65,7395.1,Healthcare
TXP_F788558DF6,56507.86,8050.14,Services
TXP_6C02A5F5EA,31272.56,6855.45,Retail
TXP_02546DF5D3,35758.52,3546.24,Services
TXP_CC824F0872,115758.73,17627.83,Manufacturing
TXP_6ABB6BEE6D,88389.27,15617.26,Healthcare
TXP_518B7415F0,38637.93,6585.54,Services
TXP_97B138C5B1,51532.79,7876.12,Services
TXP_184C659839,48455.39,8390.38,Manufacturing
TXP_6588CAE94B,69385.92,7775.02,Finance
TXP_81E23891CA,111994.01,17269.8,Manufacturing
TXP_DB00E54BFA,34254.65,6649.94,Education
TXP_C80FC0C7FD,43767.11,6232.76,Services
TXP_6CCF16F3FF,32856.19,3632.52,Healthcare
TXP_E14A4D4D2B,59314.93,8511.33,Retail
TXP_C6BF5E5A38,25004.41,4695.71,Education
TXP_B78D9259F5,43829.65,8091.22,Services
TXP_E86349057C,32661.8,5189.82,Services
TXP_A80BBA5B05,195113.58,42257.58,Healthcare
TXP_15FE45E77E,57117.01,8447.06,Technology
TXP_24F7AA54A6,92356.85,18371.49,Services
TXP_BEA76D134B,193131.63,11163.83,Healthcare
TXP_8746FEF5DE,191899.23,27700.05,Other
TXP_95E2BA85CB,32528.63,979.93,Services
TXP_9DEEF4D251,32123.26,4137.84,Construction
TXP_73B9450AE3,25299.25,2273.88,Retail
TXP_1F0E33AAC8,124218.42,16291.8,Technology
TXP_2AE3A903B9,129668.58,28854.38,Manufacturing
TXP_33B6145AAD,55895.36,8750.12,Retail
TXP_B805260AE5,69785.18,4626.11,Technology
TXP_0143B19E1B,53571.05,4662.2,Retail
TXP_118621EC5D,50337.99,5068.21,Retail
TXP_6ADFD6DFAD,36911.04,1084.97,Finance
TXP_B2431AA454,64423.34,13180.67,Finance
TXP_30AE16859F,161977.66,21470.28,Education
TXP_06AE0511AA,84733.21,16430.6,Retail
TXP_D9AF933182,70541.84,12493.28,Unknown
TXP_4D97FB1C53,119252.05,15096.93,Technology
TXP_254086236E,31715.11,8956.57,Manufacturing
TXP_EE60F1FF5B,66519.29,6834.02,Finance
TXP_CE9DA28EAA,116329.44,14183.67,Services
TXP_DD8748C5A3,96560.28,16261.53,Services
TXP_9A0E8AF665,110357.63,11070.63,Healthcare
TXP_2F9F6E314B,56101.3,8272.95,Services
TXP_E6A296B552,27491.81,5189.51,Services
TXP_1AE005E1E3,57096.39,12066.83,Technology
TXP_845281A847,34176.91,5484.35,Finance
TXP_677ABB7955,120336.63,24760.27,Manufacturing
TXP_D5E96DE0C4,76977.92,13203.05,Services
TXP_C2773D90EB,61817.93,7728.25,Retail
TXP_0A9090B1D0,37568.42,7524.31,Construction
TXP_3F51C39E89,124221.44,14222.19,Education
TXP_1593B2ABF4,136175.39,18478.16,Technology
TXP_29A44D8919,149227.44,23205.11,Healthcare
TXP_A5E7CAF5E0,20553.17,3247.14,Finance
TXP_A58A378B71,29233.95,1457.39,Other
TXP_3E7D62628B,97949.09,18583.09,Construction
TXP_552259AFA7,41656.61,8258.7,Services
TXP_E6B9510541,124152.72,21474.64,Education
TXP_2F2F9F056A,27311.54,5449.74,Healthcare
TXP_DA5690C8DC,235616.88,33354.84,Retail
TXP_8963A795B4,31791.38,358.39,Technology
TXP_3FEF2EF8B9,45653.22,6851.94,Manufacturing
TXP_2782B9616F,62624.89,10154.43,Finance
TXP_DD6509080C,45763.21,10479.64,Construction
TXP_0051FD4E90,28418.1,8050.14,Finance
TXP_D69F842D73,87943.95,17671.51,Healthcare
TXP_522F206609,31831.28,5314.32,Healthcare
TXP_090E9C0961,36145.85,6622.62,Technology
TXP_C97E8408C9,123419.06,25054.98,Manufacturing
TXP_9CDD0D5440,79388.5,9316.69,Finance
TXP_E3C4661F58,61554.18,13210.55,Services
TXP_46EBA62D71,15000.0,466.59,Services
TXP_A75FCA181F,189043.42,41438.13,Finance
TXP_AC60045B01,226953.17,36432.19,Manufacturing
TXP_159C216BCA,87461.89,14074.13,Manufacturing
TXP_B72ED3C636,250000.0,46026.7,Education
TXP_CEB1FD2E18,19344.53,3589.7346741934807,Services
TXP_9E36441138,17087.14,2832.92,Finance
TXP_763BABC31D,63575.96,10218.38,Construction
TXP_4ED28DE6E2,67015.12,12370.06,Construction
TXP_25D12108F5,113926.79,22656.14,Technology
TXP_2B8425B240,15000.0,526.22,Healthcare
TXP_E80BD182CD,15000.0,2635.16,Technology
TXP_BD500C5B35,33690.35,4804.57,Construction
TXP_F4ED4F9084,86053.19,15952.65,Healthcare
TXP_24139AF70F,19130.02,3081.73,Construction
TXP_D3D574FE6E,94341.21,12098.49,Healthcare
TXP_4A42FCC11D,106793.4,12883.88,Healthcare
TXP_999FACC552,68922.89,7042.96,Construction
TXP_CDABC38B56,27652.88,5254.36,Finance
TXP_17B4A11F00,42720.11,5937.0,Manufacturing
TXP_5E53C1766F,28568.17,5812.59,Construction
TXP_BF79CCE83D,70891.35,10067.93,Retail
TXP_BD50065A27,60034.1,8478.47,Construction
TXP_6204D02A77,36460.23,5670.24,Healthcare
TXP_675F03D07B,17972.56,2692.06,Manufacturing
TXP_9A37B6F313,58732.4,6244.52,Services
TXP_C24F747782,107485.07,8612.26,Manufacturing
TXP_C9EE6BD8E5,15000.0,2612.3,Finance
TXP_E75DB5690E,147233.06,15193.35,Services
TXP_0EB21C93F4,86480.46,18649.09,Healthcare
TXP_5D3C3794AB,38133.41,5824.98,Services
TXP_05D0AD03CF,44644.0,6603.72,Retail
TXP_5AD0FBD3A3,175763.04,10437.38,Finance
TXP_B51BBB6B33,43963.01,11763.63,Services
TXP_94E30278E8,45677.74,6286.79,Construction
TXP_F9FA54DDEF,41276.73,6160.28,Healthcare
TXP_83DFB35067,63812.76,6485.5,Unknown
TXP_FD7362724B,160142.8,27659.57,Technology
TXP_5D81E6D9AB,57096.39,11014.59,Construction
TXP_19DDCA140A,149693.86,31722.84,Finance
TXP_69367C115F,36294.84,5262.19,Retail
TXP_8CA03E23BC,19845.88,8050.14,Healthcare
TXP_C4A631DB0F,83772.59,9912.5,Manufacturing
TXP_381BB973BA,59399.12,11056.21,Services
TXP_ED01AE830E,49065.35,10044.51,Healthcare
TXP_E876072FC2,61277.14,11438.77,Finance
TXP_4C3468C5CD,80139.85,16366.28,Healthcare
TXP_A22163312C,72836.88,6023.11,Construction
TXP_5FE4064ECB,57096.39,11328.08,Retail
TXP_6006E379EF,180220.97,17149.95,Technology
TXP_129A045E8F,92333.73,17248.31,Services
TXP_947E516308,67937.25,3959.41,Unknown
TXP_2C06EB19F3,90044.86,17269.5,Education
TXP_CB5DA3CF59,29704.99,6064.22,Technology
TXP_57DB366527,28109.08,5067.31,Retail
TXP_69B8D96CA9,171705.46,26886.24,Retail
TXP_8592F76536,17803.18,3303.708725769398,Finance
TXP_0547F35746,137112.88,27503.8,Education
TXP_174643D254,26977.0,4343.02,Retail
TXP_691DD05B60,30780.89,5515.08,Healthcare
TXP_A2338C7E02,41894.12,6258.81,Technology
TXP_2E63D325C8,16868.76,1971.13,Retail
TXP_A7B475CD27,115332.07,20729.58,Technology
TXP_41B9FC12B7,38487.55,8334.11,Finance
TXP_91B5D70A78,84561.65,15267.17,Manufacturing
TXP_2F127F33C4,57096.39,9517.87,Technology
TXP_FC5CDFCBAD,110686.73,19432.46,Manufacturing
TXP_975F42F2D7,118396.62,15131.93,Retail
TXP_85EFF06C11,67019.46,8363.29,Retail
TXP_5DF267839D,154382.29,13899.21,Healthcare
TXP_7582A69709,38088.98,4128.16,Finance
TXP_F91FF964D8,198919.61,28541.92,Services
TXP_79B1036802,155831.52,22213.48,Retail
TXP_E20B135142,106546.27,13129.58,Healthcare
TXP_F507A87B4F,58740.67,8050.14,Services
TXP_86557209C5,18929.03,1062.65,Healthcare
TXP_9A00D38873,81297.31,19310.59,Education
TXP_6C7F882DE4,42992.29,5890.27,Healthcare
TXP_678659344C,133603.27,22202.85,Healthcare
TXP_C68B80FA36,21495.18,4640.04,Construction
TXP_87383B6F72,47646.39,8130.34,Healthcare
TXP_2DACE1BD59,105634.1,30362.65,Technology
TXP_8F0DBB9B0C,156656.92,23962.98,Services
TXP_8C4AC87B68,28790.99,3389.4,Technology
TXP_FA1F69D4A1,28056.94,3929.82,Technology
TXP_B2C45CCCE2,22324.27,3543.28,Retail
TXP_79C417BBF1,25621.4,2953.53,Finance
TXP_1B3988953E,74062.32,9570.01,Education
TXP_4F68BCF9E4,71852.12,16781.03,Manufacturing
TXP_08132E9137,140853.4,18860.88,Healthcare
TXP_28E5B0E3D9,41448.95,7070.05,Construction
TXP_21A6E666E8,97982.8,10477.28,Technology
TXP_37642BDAE4,120909.91,15315.49,Finance
TXP_148BF530A4,27717.28,6483.87,Technology
TXP_52DDF794F5,26024.33,4397.59,Healthcare
TXP_A84AB488B7,102136.37,10274.09,Education
TXP_28ADE3B46D,59396.16,9283.62,Technology
TXP_F26DB95839,152911.58,21464.84,Technology
TXP_EF936B3B8D,53774.35,9118.75,Other
TXP_A1625F3F69,82524.87,14182.85,Healthcare
TXP_7E833BB338,15000.0,2356.08,Services
TXP_CA66411050,28989.58,4769.57,Other
TXP_E0FBAF15D0,49843.28,4171.39,Finance
TXP_7D78A79E2D,250000.0,24071.18,Technology
TXP_79A71E41AF,102538.85,16414.13,Other
TXP_F7C4A67593,30081.69,2071.23,Technology
TXP_AC13B6D90D,26833.78,1731.71,Technology
TXP_D762E600E5,190938.83,41322.89,Manufacturing
TXP_E08D715911,75930.43,17711.95,Services
TXP_7B2C26EEC4,100453.65,7209.64,Finance
TXP_7886DD9678,44243.52,5436.85,Technology
TXP_DD4CE9750F,29617.85,2334.52,Services
TXP_170BCB34F9,71723.22,14546.13,Services
TXP_D4346D06BA,99810.06,6869.26,Technology
TXP_28B4AE23E8,61876.93,13738.49,Services
TXP_18DD7CD92B,67661.9,3510.16,Manufacturing
TXP_899966B3FE,15000.0,1865.57,Construction
TXP_58C83633CB,41871.46,9906.58,Education
TXP_A9232BBDCF,50178.68,2841.76,Services
TXP_39C72CE003,112975.21,19270.16,Other
TXP_7FB73D373C,28040.64,3955.33,Retail
TXP_155FF4FFEA,98935.06,16716.14,Technology
TXP_E3639B4F60,38816.82,7630.11,Healthcare
TXP_AFD9062A30,162384.75,24439.58,Services
TXP_DF18D73F85,23871.74,4068.61,Finance
TXP_8DE3F6A18A,57096.39,5971.74,Manufacturing
TXP_E993538E55,59143.88,8266.48,Healthcare
TXP_844912DD27,56662.62,6676.77,Technology
TXP_269DAB42EF,57096.39,8050.14,Construction
TXP_D876D936ED,166874.77,30484.91,Retail
TXP_D4B2AD01F7,45314.94,3906.61,Education
TXP_B0A750528C,15000.0,1972.93,Construction
TXP_315D054DFC,73397.13,7733.23,Construction
TXP_9B394CEB67,63183.39,4210.68,Education
TXP_0F73122257,56911.68,12793.3,Education
TXP_318198C48F,19652.68,3646.917595662895,Education
TXP_46DEE059EF,51142.27,3305.9,Healthcare
TXP_DB033915EE,104028.46,24138.39,Manufacturing
TXP_BF72CDA753,25978.16,1104.96,Services
TXP_2725C2F28D,38389.26,5408.9,Retail
TXP_81085A03BE,250000.0,34526.24,Healthcare
TXP_327F3C9851,31618.38,2743.8,Services
TXP_42B12850D8,96124.45,15228.8,Services
TXP_22E8CC2BD4,250000.0,53058.16,Education
TXP_99FD6A08A8,250000.0,41869.4,Services
TXP_B9B9130BDF,83864.79,11208.47,Other
TXP_801FFDD6EB,85824.88,11552.45,Retail
TXP_9105675D36,56443.09,8050.14,Retail
TXP_FE987E294E,39206.13,5359.95,Services
TXP_BBD47950FA,69147.91,3112.09,Services
TXP_E7877F83A7,164903.1,8050.14,Technology
TXP_58442AAF1A,31203.1,5890.81,Retail
TXP_CA1E79A3F3,41044.85,5192.98,Finance
TXP_79EDB5D285,130584.07,28097.99,Manufacturing
TXP_826EA0E67A,46861.74,3317.15,Education
TXP_5887424D33,24723.32,5679.05,Retail
TXP_8F05F92033,92210.4,6588.77,Services
TXP_D0E27024CE,9744.73,1808.3145556730217,Construction
TXP_05C7D054CD,250000.0,39297.12,Manufacturing
TXP_2113E75A6B,106827.86,14271.59,Technology
TXP_828D4F08EC,38840.76,4346.1,Retail
TXP_35186665C0,57096.39,6211.85,Manufacturing
TXP_AAB6A1BAC5,83466.81,10005.99,Retail
TXP_44CCDD548A,63903.81,10120.33,Retail
TXP_A4BB5AD95E,64228.19,14756.28,Services
TXP_E33CCCACED,250000.0,41908.62,Services
TXP_6DE7CD1AC1,10168.98,1887.041975544509,Finance
TXP_F8E5F35D25,59808.16,8226.09,Other
TXP_E4C2FAAAB6,33721.32,2483.41,Services
TXP_84650A4730,45980.65,9811.44,Healthcare
TXP_C0549AE671,69241.26,11918.4,Retail
TXP_52BAD5576C,58609.9,6541.37,Technology
TXP_9970411612,92394.57,12235.3,Retail
TXP_0CF74732CA,27120.78,5334.7,Services
TXP_71E5B2940B,24063.16,3644.28,Manufacturing
TXP_DFFBC8C1CD,50140.99,10081.1,Finance
TXP_D87311D14F,142783.97,8050.14,Healthcare
TXP_8F38800D64,40951.09,2792.89,Retail
TXP_53A7054C99,25016.99,4375.7,Technology
TXP_BE12932BC3,34286.67,6357.71,Technology
TXP_9590252CBE,52580.15,10733.41,Retail
TXP_81C3696500,73909.9,12190.16,Other
TXP_3816F815B3,149395.22,41075.23,Finance
TXP_248D37CEF3,21044.41,8050.14,Construction
TXP_AC933C8D6F,250000.0,39341.89,Technology
TXP_C29172F426,247768.38,8050.14,Finance
TXP_237620C9A9,57754.31,7379.56,Technology
TXP_2AD3B4EAC4,41867.89,6601.16,Finance
TXP_7A4C2EBD13,15000.0,2611.47,Finance
TXP_EF4064BF1E,40111.11,4282.66,Services
TXP_20FB269A81,97328.5,13140.26,Services
TXP_A674DBE89A,39213.52,5743.38,Finance
TXP_B9416809EC,32142.34,8050.14,Manufacturing
TXP_D69CF9EEA5,106394.98,13039.13,Retail
TXP_0FD37B5C6A,59881.09,12324.09,Technology
TXP_8085AA7F6C,41186.15,2832.0,Other
TXP_FC012F2E15,47920.35,6713.48,Construction
TXP_22505ACF97,250000.0,19194.47,Services
TXP_3CF02CFC7D,83757.21,11573.44,Finance
TXP_6567B3942D,81341.59,9832.95,Services
