Taxpayer ID,Property Value,Location,Ownership Date
TXP_F0D656C3F0,156727.49,Rural East,2018-09-25
TXP_BBDB849554,686243.06,Suburban North,2006-09-15
TXP_62E0BF0479,84331.13,Coastal Area,2011-03-18
TXP_603B804C34,260486.775,City Center,2011-06-09
TXP_39A32BC96A,50000.0,Suburban West,2005-06-13
TXP_D360DE9C46,260363.25,Suburban North,2005-12-24
TXP_ADBAC069C6,95296.54,City Center,2017-03-13
TXP_EBD8460A50,118568.35,Rural East,2012-05-11
TXP_EE75FD893D,469382.94,Suburban West,2020-12-29
TXP_29D6D6B24A,131849.32,City Center,2009-07-04
TXP_FCE8297DCC,83615.04,Rural East,2023-10-01
TXP_2B6C863BA9,357162.42,Industrial South,2024-04-12
TXP_98C7565191,446042.26,Suburban North,2010-06-23
TXP_020FBE102C,50000.0,City Center,2020-03-13
TXP_B2B65CED16,925624.2,Suburban West,2007-12-21
TXP_63516FB887,148158.74,Suburban North,2018-10-26
TXP_0A6CA3C295,137880.45,Suburban North,2023-07-09
TXP_C43863B191,50000.0,Suburban West,2006-02-15
TXP_E016D47986,373485.92,Suburban North,2020-02-01
TXP_731C391711,260486.775,Rural East,2005-11-15
TXP_F26DB95839,162432.16,Rural East,2023-01-16
TXP_AC58E943CB,402176.05,City Center,2016-10-13
TXP_5A74A457CB,162058.79,City Center,2019-01-27
TXP_350B483E71,146396.58,Suburban West,2015-02-20
TXP_6006E379EF,210536.37,Suburban West,2011-01-19
TXP_4FC52A0735,260486.775,Suburban North,2006-08-07
TXP_116EA757D3,521047.51,Suburban West,2017-02-15
TXP_C1F087E85A,50000.0,Suburban North,2021-08-29
TXP_10D01E3C07,497466.36,Suburban West,2017-01-02
TXP_20316FBAEA,437988.3,Suburban North,2017-05-04
TXP_7C8801DF8E,126717.49,Rural East,2020-08-10
TXP_15D35CCA00,310129.45,Suburban West,2010-04-11
TXP_4316202D09,279810.19,City Center,2019-04-27
TXP_7AE9C4A218,363477.77,Suburban West,1900-01-01
TXP_FABF3A972A,50000.0,Coastal Area,2009-12-23
TXP_63516FB887,257439.0,Coastal Area,2010-10-10
TXP_AAD02C2F21,70128.84,Industrial South,2023-09-16
TXP_19A88EB96B,342619.47,Industrial South,2011-08-24
TXP_689A295400,96914.46,City Center,2011-01-25
TXP_CC824F0872,635460.92,Suburban West,2021-06-21
TXP_5C6D02D586,1608655.06,City Center,2013-04-30
TXP_2089AE29E2,206799.29,City Center,2008-12-14
TXP_8452BF706F,75233.99,Suburban West,2019-10-26
TXP_6236454E5E,126335.89,Unknown,2021-08-23
TXP_BBE70179F9,661073.09,City Center,2014-12-10
TXP_17781ADB5F,486381.13,Coastal Area,2016-10-18
TXP_3AD70150D3,410546.27,Coastal Area,2019-04-03
TXP_9265BCC637,768906.11,Suburban North,2010-12-15
TXP_F509CA28B4,120392.66,Suburban West,2009-11-15
TXP_34EE3FF4DE,217752.09,Suburban West,2012-10-25
TXP_BB1B6C63A1,143125.41,City Center,2020-05-19
TXP_B932C705B6,290019.84,Suburban North,2009-12-14
TXP_6D1B3E3BF9,424833.64,Rural East,2018-01-13
TXP_FE537D4D46,132226.95,Suburban North,2006-05-28
TXP_EEACBF9D84,638961.75,Industrial South,2008-01-28
TXP_2945EF0649,145798.67,City Center,2007-11-27
TXP_7A4F3DDD23,235011.82,Coastal Area,2024-01-20
TXP_3ADD426AFF,535313.01,Suburban West,2020-03-03
TXP_8077D51B61,383550.4,City Center,2006-11-16
TXP_25B06CBC61,187580.43,Rural East,2024-08-03
TXP_B5A21FCDBF,356490.58,City Center,2007-04-03
TXP_528E55C116,233871.78,Suburban North,2018-03-26
TXP_B4EAB26AB6,281449.84,Suburban North,2016-04-23
TXP_69E6247901,258821.38,Suburban North,2019-04-21
TXP_5502A2F7D7,56907.85,Industrial South,2023-10-28
TXP_3CA73AD297,198898.62,City Center,2020-07-29
TXP_02D46556BA,329411.85,City Center,2012-08-02
TXP_98C4F70796,1321384.53,Suburban West,2005-08-26
TXP_846A07521F,207521.42,City Center,2009-03-16
TXP_A3C60EBC49,260486.775,Unknown,2018-04-02
TXP_FAF3788A00,135225.65,Coastal Area,2020-07-16
TXP_E4B2C57B57,684168.44,Suburban West,2010-08-10
TXP_853E498739,1331992.63,Suburban West,2014-02-10
TXP_D7DEC7C9CC,50000.0,Coastal Area,2016-06-07
TXP_BF7DC938D9,106399.24,Suburban West,2005-06-19
TXP_1127E3D84F,228352.33,Suburban West,2010-11-21
TXP_46559908E1,50000.0,Suburban West,2015-01-07
TXP_8A7FC38A06,260486.775,Coastal Area,2022-02-07
TXP_DED0C5EF31,245979.68,Suburban North,2019-05-15
TXP_5E4A672965,60944.71,Suburban North,2022-03-06
TXP_7096F067F0,56456.77,Suburban North,2019-10-11
TXP_39B744271A,80599.85,City Center,2008-08-07
TXP_29317E9BBE,117160.43,Rural East,2012-09-19
TXP_D98E411A19,626326.24,Suburban North,2013-03-21
TXP_99C777BC5C,161722.62,City Center,2019-06-01
TXP_3FB03C7FD2,1887475.63,Coastal Area,1900-01-01
TXP_3D244312CF,371199.52,City Center,2012-03-13
TXP_180D866323,186080.51,Coastal Area,2015-09-13
TXP_B15BCF3427,158985.26,Industrial South,2012-03-21
TXP_0D4B1322BA,349553.83,Suburban West,2016-05-08
TXP_2B07E9A1D9,222627.7,City Center,2017-03-10
TXP_A72F509498,339378.29,Unknown,2020-05-22
TXP_98830CA40D,1321471.45,Coastal Area,2022-03-16
TXP_83FD8E9F47,367608.92,Suburban West,1900-01-01
TXP_EA2755D7FD,106378.0,Suburban North,2014-03-29
TXP_E38455C852,656124.2,Industrial South,2023-04-09
TXP_B0A750528C,758738.71,Industrial South,2008-05-10
TXP_9A00D38873,50000.0,Suburban West,2024-04-02
TXP_794926259A,1374808.2,Suburban North,2005-12-29
TXP_DDB9650600,455289.03,Suburban West,2022-11-06
TXP_2938956CFD,614926.31,Coastal Area,2021-11-17
TXP_309850D155,1201004.09,Suburban North,2011-03-27
TXP_DB00E54BFA,946400.18,Suburban West,2021-09-20
TXP_1A15157D80,90718.57,City Center,2007-07-18
TXP_C5A3864CB8,92804.14,Unknown,2010-01-17
TXP_322B6398EA,117450.36,Unknown,2015-11-03
TXP_509CDBB2EB,151942.12,City Center,2011-12-07
TXP_E01B9BAFB4,190762.38,City Center,2023-11-19
TXP_54371F653C,125184.87,Suburban West,2016-09-04
TXP_18F40C50C1,126098.73,Suburban North,2016-09-30
TXP_7B11F516B9,50000.0,Industrial South,2011-12-11
TXP_7271CC387E,491255.38,Coastal Area,2014-10-23
TXP_7BB6AFBC93,151038.51,City Center,2013-06-10
TXP_249271436E,224526.18,City Center,2019-09-02
TXP_9A96AC5B95,779379.63,Suburban West,2012-11-24
TXP_B0CF066050,74077.67,City Center,2006-01-01
TXP_04930AC896,159999.26,City Center,2025-01-18
TXP_5233AC4215,345544.85,Rural East,2010-01-19
TXP_F925C960E3,430312.15,Coastal Area,2009-02-21
TXP_7D63957754,99654.76,Industrial South,1900-01-01
TXP_712C48B902,267355.33,Suburban North,2010-01-07
TXP_7ABD3CBD71,82124.68,Coastal Area,2005-06-18
TXP_1FFD34BBD2,92649.58,Suburban North,2013-04-07
TXP_EDE96D03D6,73618.08,Industrial South,2008-06-19
TXP_E663B8636C,621595.02,Coastal Area,2019-04-29
TXP_B4E3E13E75,153301.5,Industrial South,2008-01-26
TXP_DF1B68DF99,807079.91,Unknown,2010-12-07
TXP_7F15335079,106475.01,Rural East,2017-09-05
TXP_E7877F83A7,358266.81,Rural East,2022-10-22
TXP_18DD7CD92B,101274.92,Rural East,2018-09-22
TXP_A1B5EF3B2C,186693.74,Suburban North,2015-07-23
TXP_4BDF7CF819,50000.0,Suburban North,2021-10-05
TXP_2B6C863BA9,374607.37,Unknown,1900-01-01
TXP_7A34039775,164503.49,City Center,2025-03-27
TXP_A7F9E12E8B,260486.775,Suburban West,2009-02-10
TXP_52E7A4FC2F,150171.79,Rural East,2005-08-31
TXP_92D92D5100,298696.26,City Center,2009-03-02
TXP_DB649F7763,143166.8,Coastal Area,2019-05-27
TXP_B3E88B62B6,243419.46,City Center,2014-01-30
TXP_3DFB8B799C,103890.82,Suburban West,2008-03-21
TXP_978B8A9234,1172382.58,Rural East,2021-04-20
TXP_E7365BEB3C,586993.91,Industrial South,2013-12-03
TXP_88EAC649C3,1391344.4,Suburban West,2022-12-03
TXP_E9FA6B0DAF,491648.96,Coastal Area,1900-01-01
TXP_EEFFE6B32B,68851.85,Suburban West,2011-04-14
TXP_9E94754DE9,428120.5,Suburban West,2018-08-13
TXP_BCE708811A,293491.02,Coastal Area,2006-06-07
TXP_076186EDEE,281834.32,City Center,2010-12-23
TXP_39B30BF994,83108.74,Suburban West,2013-12-03
TXP_A3B5D9A45B,159747.75,City Center,2011-08-26
TXP_FCF8AF03F6,146897.63,Suburban North,2020-11-05
TXP_18B3B101A1,318559.88,Unknown,2021-11-17
TXP_3E5ABB15BE,187766.21,Unknown,2016-12-02
TXP_2BEF93D6FE,191212.59,City Center,2008-03-16
TXP_8DF2BABE87,700952.72,City Center,2021-09-07
TXP_46B0C92080,710654.66,Coastal Area,2013-03-18
TXP_D9AF933182,349891.2,Suburban North,2007-11-05
TXP_D98E411A19,137118.11,Rural East,2013-05-31
TXP_B50DF0D1A6,190973.35,Suburban North,2025-04-18
TXP_51AC2399A7,504448.77,Rural East,2011-11-16
TXP_A6EC7D7259,242317.02,City Center,2018-01-14
TXP_1A9ACA0E3F,1187479.17,City Center,2014-05-08
TXP_7985EE7B74,362391.11,Industrial South,2024-11-14
TXP_733B1E9334,344490.22,Suburban North,2022-10-19
TXP_D6B167A6D2,312832.89,Suburban North,2017-03-02
TXP_EA233BA0BB,238003.83,Unknown,1900-01-01
TXP_4A654F4BC1,239778.55,Rural East,2006-08-27
TXP_506E7B5F71,266421.32,Suburban West,2007-03-19
TXP_B51BBB6B33,270741.65,Coastal Area,2018-05-30
TXP_98EB2396BF,70668.85,City Center,2019-12-09
TXP_F8E1E4FAD8,50000.0,City Center,2024-01-04
TXP_51540FDB10,107111.85,Suburban West,1900-01-01
TXP_43BC3F48F2,155003.89,City Center,2005-08-13
TXP_1E9F3555BA,666844.7,Unknown,2012-08-01
TXP_F82E502C3D,480530.53,Rural East,2023-07-17
TXP_B539C7E189,108777.03,City Center,2023-05-22
TXP_9623918EFC,165727.4,Industrial South,2008-11-22
TXP_9ACB4556AA,171334.38,City Center,2014-05-29
TXP_5D9632D957,1336270.93,Suburban North,2007-01-03
TXP_4104B07DCE,272423.76,Suburban North,2023-10-04
TXP_9E59246484,1222587.14,Suburban North,2008-04-01
TXP_9E2DDD76CA,361187.0,Coastal Area,2013-05-12
TXP_D2488DFB27,272004.94,City Center,2008-02-18
TXP_14A0B24E11,50000.0,Suburban West,2022-06-27
TXP_345077DA12,203331.91,Suburban West,2022-06-06
TXP_8534A74A1C,430717.89,Unknown,2010-07-06
TXP_EF51B79E8B,140037.76,Coastal Area,2014-08-25
TXP_17DDB78BC1,684298.28,Suburban West,2012-12-23
TXP_9468E63E43,664983.16,Unknown,2021-08-09
TXP_93BF66E40C,260486.775,Coastal Area,2019-05-13
TXP_2AE3A903B9,53458.25,Suburban West,2013-06-22
TXP_8F3DD7A3A6,828844.34,Suburban West,2005-09-28
TXP_29785367C5,112246.35,Suburban North,2011-09-14
TXP_9E793898DC,120089.62,City Center,2015-10-26
TXP_7F96F333D7,60467.1,Coastal Area,2020-07-22
TXP_AE26DAB321,160316.59,Suburban West,2013-03-19
TXP_3E3F50B9EF,157822.64,Rural East,2008-05-14
TXP_C746DC3B36,128742.27,Industrial South,2008-12-08
TXP_7BD9614CBD,879734.21,Suburban West,2009-11-01
TXP_61D18F661D,825444.13,City Center,2020-10-18
TXP_C8EAAFD5F2,197379.31,Industrial South,2009-04-26
TXP_857737EE1E,577410.21,City Center,2018-04-26
TXP_65092839B0,2297700.92,Rural East,2016-05-11
TXP_D45416BFA2,271159.86,Unknown,2010-03-30
TXP_448072EB7E,409104.07,Suburban North,2010-09-25
TXP_8D45D41E73,229831.64,Suburban West,2016-12-06
TXP_6B8716C618,131623.56,Suburban North,2015-06-26
TXP_DDB19E4A6D,578695.88,Rural East,2013-09-13
TXP_99F901CDA4,289912.19,Suburban West,2015-03-08
TXP_8A7FC38A06,210844.55,Suburban West,2022-08-05
TXP_D2F701E35D,472993.97,Industrial South,2019-10-01
TXP_98EB2396BF,136770.07,Suburban West,2020-04-08
TXP_B975987784,70361.88,Rural East,2023-11-15
TXP_A60627040E,143726.04,Suburban West,2017-09-22
TXP_60772A57CB,432478.25,Industrial South,2024-11-01
TXP_04E70ADD48,894795.62,Rural East,2012-02-11
TXP_4963E28DF5,144811.88,Industrial South,2012-11-19
TXP_97FB8F315A,342818.28,City Center,2020-02-23
TXP_940A23E4FF,229085.34,Suburban West,2012-02-10
TXP_8E59D09EB5,2000000.0,Suburban North,2020-05-14
TXP_867A8FD7F5,287942.39,Coastal Area,2025-02-23
TXP_F0D656C3F0,534985.81,Suburban West,2023-09-19
TXP_8C9DFF4F89,77701.24,Suburban North,2009-06-07
TXP_85DCFD43D7,1587809.49,Rural East,2011-02-26
TXP_49F148479C,741703.58,City Center,2023-12-27
TXP_9D41F1EE2D,120766.52,Rural East,2020-03-04
TXP_3E53A7DE73,397796.11,City Center,2023-10-18
TXP_F3358791F3,393631.58,Suburban North,2024-08-08
TXP_0A78B11C9A,575530.44,Suburban North,2006-01-10
TXP_4E8057B084,1038315.3,Coastal Area,2017-11-24
TXP_C194D9F9A9,233561.96,City Center,2023-09-20
TXP_DAF404B26A,98719.25,Coastal Area,2013-10-11
TXP_474881292F,92084.91,Rural East,2019-12-21
TXP_7DFE298387,319300.47,Coastal Area,2019-01-23
TXP_4E5C45338B,109620.99,Suburban North,2010-04-21
TXP_EF12D12B1E,1907124.94,City Center,2014-06-03
TXP_84183B0504,326767.01,Rural East,2020-07-02
TXP_AC27DF7DEF,64347.69,Industrial South,2013-03-19
TXP_BE68297AD8,182561.29,Rural East,1900-01-01
TXP_E2260B51EB,319895.86,Suburban West,2009-01-31
TXP_6A7509D986,2000000.0,City Center,2005-07-08
TXP_D895081389,96169.29,City Center,2012-07-02
TXP_5C0A21F7BB,77777.19,Suburban West,2012-05-20
TXP_677ABB7955,274221.33,Suburban North,2014-09-15
TXP_4AE6EBF99D,276782.94,Industrial South,2019-11-10
TXP_406A7987DA,347936.11,Unknown,2007-09-17
TXP_FC012F2E15,382403.58,Suburban West,2014-09-13
TXP_6F15ACA488,299310.65,City Center,2007-03-13
TXP_E5583A1AE9,1326141.84,Rural East,2016-03-06
TXP_182455C0DE,310524.8,Suburban West,2021-01-14
TXP_05172EA289,127792.38,Industrial South,2023-03-12
TXP_2BE30841C7,556780.34,Suburban North,2023-02-18
TXP_E5583A1AE9,512706.86,Industrial South,2010-07-12
TXP_CCC4E76341,172502.19,Suburban North,2015-08-22
TXP_F188570DC8,50000.0,Suburban North,2017-05-12
TXP_BD50065A27,167959.81,Industrial South,2015-10-23
TXP_69209646F4,282262.63,Rural East,2016-02-02
TXP_65D11DA745,50000.0,City Center,2014-11-01
TXP_18EDBEA2D3,127173.75,Rural East,2005-12-07
TXP_68CC31E87F,77420.16,Industrial South,2008-12-15
TXP_1A3D833325,93857.8,Suburban North,2024-02-04
TXP_59C0C22485,283188.96,City Center,2010-03-16
TXP_6236454E5E,292905.58,Coastal Area,2010-08-26
TXP_9D1F4B5FCF,120761.09,Industrial South,2010-10-25
TXP_0D2EBA75B4,487631.77,Industrial South,2023-02-06
TXP_1180513A1C,560639.14,Rural East,2023-12-13
TXP_D683EABE47,67620.76,City Center,2016-04-11
TXP_36D54820D5,851866.16,Suburban West,2008-12-22
TXP_9B2032C4EA,285063.84,City Center,2017-09-12
TXP_614CC8CFD5,489010.48,Suburban West,2007-05-09
TXP_5E9D7CDC17,494395.11,City Center,1900-01-01
TXP_5D30B81688,236717.57,Rural East,2022-11-09
TXP_78738D9BA1,260486.775,City Center,2019-09-25
TXP_1889808F01,996627.15,Suburban North,2021-01-04
TXP_27436583CE,294684.38,Suburban West,2021-01-15
TXP_DC1B6DEAFB,70822.99,Suburban West,2013-04-12
TXP_F4CA80DE2B,201428.78,Suburban West,2015-03-31
TXP_DBDB0F2703,112379.02,Coastal Area,2022-03-01
TXP_79EDB5D285,262225.09,Suburban West,2015-11-05
TXP_E7A14E652E,554422.66,Suburban North,2021-03-11
TXP_D43D6F87B3,91698.18,Suburban West,2019-01-23
TXP_024CEC5128,518620.85,Coastal Area,2014-12-07
TXP_161EB70178,184325.47,City Center,2019-09-15
TXP_7068CAB2BA,84488.64,Industrial South,2005-09-11
TXP_9B899FC612,337225.9,Suburban North,2023-08-14
TXP_F7ED43CEC4,111959.48,Coastal Area,2015-05-15
TXP_0AA2D63976,1848483.03,City Center,2007-03-09
TXP_3800A06FAE,539455.83,Suburban West,2005-12-27
TXP_7712EB7320,796626.46,Suburban North,2006-02-09
TXP_6C7ED733AA,83945.54,Suburban West,2012-12-18
TXP_BEE0E3DAED,206981.7,Rural East,2023-02-10
TXP_F09EBA74C1,81958.68,City Center,2024-03-04
TXP_B694850056,694595.72,Rural East,2010-09-06
TXP_3CCD230EA6,62405.45,Industrial South,2013-03-08
TXP_0FBD26552B,369716.46,City Center,2006-07-23
TXP_9562479975,60026.11,Rural East,2024-12-23
TXP_B75032E33B,171514.8,Suburban West,2023-03-20
TXP_E45ED41217,207827.3,City Center,2008-05-28
TXP_5B543A3993,916379.03,City Center,1900-01-01
TXP_AF0692448F,2398651.37,Suburban North,2020-01-03
TXP_2B6C863BA9,507793.31,City Center,2021-07-30
TXP_BD16FD0494,308544.9,Rural East,2016-03-11
TXP_CD1183D4B4,100519.66,City Center,2014-06-01
TXP_EA38542460,104379.18,Industrial South,2014-07-06
TXP_52B9F7F1CD,143686.59,City Center,2020-07-06
TXP_B0D771A388,212493.55,City Center,2005-11-30
TXP_3D045724AD,215726.88,Coastal Area,2016-04-24
TXP_F865F1C523,562365.56,Industrial South,2023-12-29
TXP_286024EA97,158620.25,Suburban North,2021-08-13
TXP_58C694DC46,514181.83,Suburban West,2016-10-22
TXP_B0CF066050,325876.28,City Center,2025-04-05
TXP_5F2A4C0150,50000.0,Coastal Area,2016-07-20
TXP_36899B9A72,111693.66,City Center,2019-05-12
TXP_27BE9156A9,379263.07,City Center,2007-09-21
TXP_65A410CAD8,247616.74,Unknown,1900-01-01
TXP_6636F4C1DF,50925.21,Suburban West,2015-02-07
TXP_5E029DC91F,74675.64,City Center,2018-11-29
TXP_543FB5FC94,420993.73,Industrial South,2015-10-27
TXP_EC60CF1812,151376.68,Coastal Area,2009-09-07
TXP_39C7E62E61,291316.97,Rural East,2008-12-03
TXP_8FA71E6F2A,627836.7,Suburban North,2007-09-27
TXP_E4A502AEF5,208271.25,Suburban West,1900-01-01
TXP_5B95103164,679763.05,Suburban North,2010-06-18
TXP_9C10266744,78287.71,City Center,2009-03-12
TXP_834C301391,663103.19,City Center,2014-05-24
TXP_1646C6EFFF,112290.7,Suburban North,2021-11-01
TXP_60462CFC4D,314604.48,Coastal Area,2021-01-18
TXP_1AFA7BE1D1,488191.83,Coastal Area,2018-08-27
TXP_5AD0FBD3A3,1159046.52,Rural East,2020-06-04
TXP_A2393307C7,2000000.0,Industrial South,2023-12-30
TXP_8C7A1C09E9,83584.25,City Center,1900-01-01
TXP_99F901CDA4,1393862.23,Rural East,2008-10-21
TXP_AE48207949,354333.84,Suburban West,2013-02-23
TXP_0782067826,140997.94,Suburban North,2023-12-10
TXP_0A41A3E9C7,836885.6,Coastal Area,2008-07-13
TXP_E75DB5690E,412687.76,Suburban North,2018-04-10
TXP_DB070FE00C,291929.6,Rural East,2024-01-10
TXP_ECB296D2FF,283993.04,City Center,2024-03-08
TXP_9173DEB9C3,1013304.84,Coastal Area,2012-03-16
TXP_AAA349BA65,382415.15,Suburban West,2014-08-13
TXP_46D35BD8B4,452519.12,Suburban North,2014-01-11
TXP_E3369A240E,260486.775,City Center,2006-03-08
TXP_3A97D7CE55,120212.28,City Center,2013-05-25
TXP_E8E9BC45BA,498454.12,Suburban West,2021-10-11
TXP_A3C60EBC49,355389.71,Industrial South,2024-01-13
TXP_BEA76D134B,859603.64,City Center,2013-12-01
TXP_F52A2896DC,482460.02,Industrial South,2023-07-06
TXP_A11AE19558,76169.3,Suburban West,2006-03-19
TXP_85119644D8,146580.24,City Center,2021-02-20
TXP_36934C1229,528837.1,Suburban West,2023-10-09
TXP_55E14127E6,229201.89,City Center,2011-12-18
TXP_EBD8460A50,155702.29,City Center,2023-10-14
TXP_BE3DA94EEC,260486.775,City Center,2010-03-01
TXP_5B97D530EF,198849.97,Industrial South,2005-12-23
TXP_B4727EAFE9,265879.87,Industrial South,2020-01-13
TXP_E2883385CE,215295.6,City Center,2016-04-02
TXP_EA4186571C,403318.39,Suburban North,2022-08-14
TXP_1C4DE35FA2,89279.8,Suburban West,2005-05-04
TXP_8AF1FB29DC,2137604.33,City Center,2012-07-13
TXP_B173CB6EAA,417490.98,City Center,2019-10-15
TXP_DD4CE9750F,287193.22,City Center,2012-04-28
TXP_940A23E4FF,409451.72,City Center,2011-12-22
TXP_0C19AE9872,265114.92,Suburban North,2024-06-01
TXP_CE513DBD84,197306.52,City Center,2011-06-02
TXP_27FB47AB9D,125438.09,Suburban North,2023-06-21
TXP_0A6CA3C295,364539.1,Industrial South,2015-11-27
TXP_E6E20B1573,2115304.66,City Center,2010-07-25
TXP_C5389152E1,261261.14,City Center,2012-03-20
TXP_DF524A5D18,392644.63,Suburban West,2012-08-18
TXP_AB2CBFEC3E,2000000.0,City Center,2013-08-01
TXP_7FFFCFB457,1590215.83,City Center,2018-03-19
TXP_D8DDA66EAF,136292.88,Industrial South,2019-06-17
TXP_F883A61ACE,224425.8,City Center,2020-09-22
TXP_388EFFC067,287504.99,Industrial South,2010-04-15
TXP_B1907F50FD,160936.35,City Center,2009-03-30
TXP_9019005583,50203.17,Suburban North,2018-04-06
TXP_FDCE8BE59C,901845.33,Coastal Area,1900-01-01
TXP_C1F087E85A,111742.96,Coastal Area,2019-05-09
TXP_E4817F6C09,269881.52,City Center,2016-06-06
TXP_DABCA553EC,345969.58,Rural East,2022-05-16
TXP_63B299F72F,499931.73,Rural East,2010-03-30
TXP_C0A93E6D84,52179.37,Suburban North,2010-10-31
TXP_A6BF68DC3C,190049.02,Rural East,2018-07-31
TXP_B07995192A,749047.0,Rural East,2015-01-20
TXP_03BFA4D6CA,1275126.63,Rural East,2018-03-20
TXP_1853A9B31E,167118.86,Suburban North,2008-06-11
TXP_336836B065,322122.61,Suburban North,2023-09-06
TXP_2F127F33C4,131859.61,Rural East,2025-02-05
TXP_B1B7517D99,264340.02,City Center,2015-01-11
TXP_BD700EA3F5,550873.42,City Center,2011-05-18
TXP_18EDBEA2D3,131987.36,Rural East,2012-09-05
TXP_BB3AA5E87D,296666.07,Rural East,2023-01-24
TXP_40D3A0F497,463597.29,Rural East,2023-08-31
TXP_04529B2FFD,362871.21,Suburban North,2013-04-01
TXP_AD20D1A4E8,69635.12,City Center,2020-07-11
TXP_9CC5D93E06,345232.85,Rural East,2013-12-17
TXP_FD158B6586,78222.43,Industrial South,2019-05-12
TXP_1152FDA29E,50000.0,Rural East,2022-05-03
TXP_D0F67E5AE6,2048574.79,Suburban North,2017-06-24
TXP_1F97EF7C2B,93936.44,Suburban North,2005-07-20
TXP_C22EAAFE80,1653429.31,Suburban North,2023-10-07
TXP_B1B491DFBF,259410.01,City Center,2005-08-03
TXP_285F657008,1362140.4,City Center,2019-10-30
TXP_4C80C02592,210388.74,City Center,2017-01-07
TXP_DDB5032657,322399.44,Rural East,2018-12-01
